T,id,x,y,z
300,0,0,0.5,0
301.31578947365,0.10526315789474,0.10526315789474,0.5,0
302.63157894731,0.21052631578947,0.21052631578947,0.5,0
303.94736842098,0.31578947368421,0.31578947368421,0.5,0
305.26315789465,0.42105263157895,0.42105263157895,0.5,0
306.57894736831,0.52631578947368,0.52631578947368,0.5,0
307.89473684197,0.63157894736842,0.63157894736842,0.5,0
309.21052631564,0.73684210526316,0.73684210526316,0.5,0
310.52631578933,0.84210526315789,0.84210526315789,0.5,0
311.84210526303,0.94736842105263,0.94736842105263,0.5,0
313.15789473674,1.0526315789474,1.0526315789474,0.5,0
314.47368421047,1.1578947368421,1.1578947368421,0.5,0
315.78947368418,1.2631578947368,1.2631578947368,0.5,0
317.1052631579,1.3684210526316,1.3684210526316,0.5,0
318.42105263158,1.4736842105263,1.4736842105263,0.5,0
319.73684210524,1.5789473684211,1.5789473684211,0.5,0
321.0526315789,1.6842105263158,1.6842105263158,0.5,0
322.36842105255,1.7894736842105,1.7894736842105,0.5,0
323.68421052627,1.8947368421053,1.8947368421053,0.5,0
325,2,2,0.5,0
